nome_datacenter;operadora;latitude;longitude;status;stage;tipo_listagem;tipo_capacidade;tags;link_datacenter;mw_construido;mw_referenciado;whitespace_construido_m;whitespace_referenciado_m;ano_operacional;tipo_construcao;tipo_ocupacao;carga_piso_max_kg_m;redundancia_refrigeracao;cctv;controle_acesso_cartao;biometria;tier_projetado;tier_certificado;pci_dss;iso9001;iso14001;iso22301;iso27001;iso45001;iso50001;soc1;soc2;soc3;colo_suites;colo_cages;colo_cabinets;colo_partial_cabinets;colo_shared_rackspace;colo_footprints;colo_remote_hands;colo_build_to_suit;cloud_gpu;cloud_managed;cloud_baremetal;cloud_public_cloud;qtd_ixps;qtd_clouds;qtd_redes_presentes;qtd_provedores_rede;qtd_provedores_servico;codigo_site;peeringdb_id;cache_overview_status;cache_specs_status;endereco_corrigido;municipio_corrigido;estado_corrigido;pais_corrigido;cep_corrigido;status_geocode
Ascenty - Paulinia PLN1;Ascenty Data Centers;-22.7970795;-47.1352301;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/r-sebastião-cardoso/;13.0;13.0;;;2019.0;Purpose-built;;1526.0;N+2;1.0;1.0;1.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;2;0;0;PLN01;7591.0;ok;ok;R. Sebastião Cardoso, 350 - Jardim Okinawa, Paulínia - SP, 13140-000, Brazil;Paulínia;SP;Brazil;13140-000;OK
R4 Data Center;R4 Data Center;-23.417585;-51.9393961;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/maringa/r4-data-center/;;;;;1995.0;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Av. João Paulino Vieira Filho, 882 - Zona 07, Maringá - PR, 87020-015, Brazil;Maringá;PR;Brazil;87020-015;OK
R4C Datacenter;R4C;-23.00337473995276;-43.31882357597351;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/r4c-networks/;;;;;;;;;;1.0;;;2.0;;;;;;;;;;;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;;;0.0;1.0;1.0;0;0;0;0;0;;;ok;ok;Av. das Américas, 500 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100, Brazil;Rio de Janeiro;RJ;Brazil;22640-100;OK
Atlantic Data Center Recife 1;Atlantic Data Centers;-8.0658641;-34.9880118;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/recife/recife1/;6.0;6.0;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Poe. Carlos Drumond de Andrade, 536 - Várzea, Recife - PE, 50950-000, Brazil;Recife;PE;Brazil;50950-000;OK
RGK4IT Data Center;RGK4IT;-23.4554895;-51.9151828;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/maringa/rgk4it-data-center/;;;;;;;;;;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;8205.0;bloqueado;ok;Av. José Alves Nendo, 467 - Jardim São Silvestre, Maringá - PR, 87055-000, Brazil;Maringá;PR;Brazil;87055-000;OK
Rio AI City;Elea Data Centers;-22.9663990193939;-43.37684022647017;1;2;Campus;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/rio-ai-city/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok;Av. Ricardo Eugênio Boechat, 615 - Barra Olímpica, Rio de Janeiro - RJ, Brazil;Rio de Janeiro;RJ;Brazil;;OK
RiverHook Village 18 Campus;RiverHook Village 18;-22.912227;-45.413716;1;0;Campus;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/riverhook-village-18-campus/;300.0;300.0;;;2029.0;Purpose-built;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok;3HQP+4G Pindamonhangaba, SP, Brazil;Pindamonhangaba;SP;Brazil;;OK
RiverHook Village 18 DC1;RiverHook Village 18;-22.913869;-45.413605;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/riverhook-village-18-dc1/;150.0;150.0;;;2029.0;Purpose-built;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;3HPP+FH Pindamonhangaba, SP, Brazil;Pindamonhangaba;SP;Brazil;;OK
RiverHook Village 18 DC2;RiverHook Village 18;-22.911549;-45.415284;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/riverhook-village-18-dc2/;150.0;150.0;;;2031.0;Purpose-built;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;3HQM+9V Pindamonhangaba, SP, Brazil;Pindamonhangaba;SP;Brazil;;OK
Ascenty - Sumare SUM1;Ascenty Data Centers;-22.8132231;-47.2126154;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-1/;14.0;14.0;;;2017.0;;;1564.0;N+1;1.0;1.0;1.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;1;0;0;SUM01;7584.0;ok;ok;5QPP+PX Sumaré, São Paulo, Brazil;Sumaré;SP;Brazil;;OK
Ascenty - Sumare SUM2;Ascenty Data Centers;-22.8138615;-47.2133634;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rodovia-anhanguera-bldg-2/;20.0;20.0;;;2019.0;;;1564.0;N+1;1.0;1.0;1.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;1;0;0;SUM02;7585.0;ok;ok;5QPP+FM Sumaré, São Paulo, Brazil;Sumaré;SP;Brazil;;OK
Insidesign Ribeirao Data Center;Insidesign Tecnologia Ltda EPP;-21.1622069;-47.8011541;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/rpodc/;;;;;;Retrofitted;Multi-tenant (mixed use);;N+1;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;5718.0;bloqueado;ok;Av. Saudade, 1210 - Campos Elísios, Ribeirão Preto - SP, 14085-010, Brazil;Ribeirão Preto;SP;Brazil;14085-010;OK
RT-One Uberlândia;RT-One;-18.94893942693562;-48.33580789389012;1;0;Facility;Colocation;;https://www.datacentermap.com/brazil/uberlandia/rt-one-uberlndia/;400.0;400.0;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;0.0;;1.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;3M27+CM Uberlândia, Minas Gerais, Brazil;Uberlândia;MG;Brazil;;OK
Ascenty - Hortolandia HTL2;Ascenty Data Centers;-22.8949687;-47.1794405;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-2/;7.0;7.0;2991.0;2991.0;2019.0;Retrofitted;;1564.0;N+1;1.0;1.0;1.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;2;0;0;HTL02;7587.0;ok;ok;R. Ema Frederici Geraldeli, 186 - Jardim Santa Izabel, Hortolândia - SP, 13185-321, Brazil;Hortolândia;SP;Brazil;13185-321;OK
Ascenty - Hortolandia HTL3;Ascenty Data Centers;-22.8942092;-47.1797024;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/campinas/rua-papa-joao-paulo-ii-4-building-3/;3.0;3.0;1997.0;1997.0;2019.0;Retrofitted;;1564.0;N+1;1.0;1.0;1.0;3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;0.0;0.0;0.0;0;0;1;0;0;HTL03;7588.0;ok;ok;Rua Orlando Giraldelli, 10 - Jardim Sumarezinho, Hortolândia - SP, 13185-240, Brazil;Hortolândia;SP;Brazil;13185-240;OK
Ascenty - Fortaleza FTZ1;Ascenty Data Centers;-3.8308368;-38.6112238;1;2;Facility;Colocation;Carrier Neutral;https://www.datacentermap.com/brazil/fortaleza/rua-quatorze-1161/;10.0;10.0;8993.0;8993.0;2015.0;;Multi-tenant (data centers only);1564.0;N+2;1.0;1.0;1.0;3.0;;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;;;;;;;;;;;;;0;1;56;0;1;FTZ01;5140.0;bloqueado;ok;R. Dez, 117 - Senador José Afonso Sancho, Maracanaú - CE, 60730-190, Brazil;Maracanaú;CE;Brazil;60730-190;OK
Scala AI City;Scala Data Centers;-30.07425077314578;-51.49400150419427;1;0;Campus;Colocation;;https://www.datacentermap.com/brazil/porto-alegre/scala-ai-city/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;WGG4+79 Bom Retiro, Eldorado do Sul - RS, Brazil;Eldorado do Sul;RS;Brazil;92990-000;OK
Scala Data Centers Campinas Campus;Scala Data Centers;-22.8201867012489;-47.10015515397768;1;2;Campus;Colocation;;https://www.datacentermap.com/brazil/campinas/scala-data-centers-campinas-campus/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Guido de Camargo Penteado Sobrinho, 3685 - Real Parque, Campinas - SP, 13082-800, Brazil;Campinas;SP;Brazil;13082-800;OK
Scala Data Centers Fortaleza Campus;Scala Data Centers;-3.752318753859797;-38.45882068979125;1;1;Campus;Colocation;;https://www.datacentermap.com/brazil/fortaleza/scala-data-centers-fortaleza-campus/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Av. Dr. Aldy Mentor, 2535 - Manuel Dias Branco, Fortaleza - CE, 60191-106, Brazil;Fortaleza;CE;Brazil;60191-106;OK
Scala Data Centers SFORPF02;Scala Data Centers;-3.7518085;-38.4591565;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/fortaleza/scala-data-centers-sforpf02/;13.5;13.5;;;2026.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Rua Coronel Francisco Cruz, 249 - Dunas, Fortaleza - CE, 60191-020, Brazil;Fortaleza;CE;Brazil;60191-020;OK
Scala Data Centers SGIGSM02;Scala Data Centers;-22.7984409;-43.356411;1;0;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/scala-data-centers-sgigsm02/;;;;;;Undefined;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGIGSM02;;ok;ok;Rod. Pres. Dutra, 4300 - Venda Velha, São João de Meriti - RJ, 25565-350, Brazil;São João de Meriti;RJ;Brazil;25565-350;OK
Scala Data Centers SGIGSM03;Scala Data Centers;-22.7984409;-43.356411;1;0;Facility;Colocation;;https://www.datacentermap.com/brazil/rio-de-janeiro/scala-data-centers-sgigsm03/;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGIGSM03;;ok;ok;Rod. Pres. Dutra, 4300 - Venda Velha, São João de Meriti - RJ, 25565-350, Brazil;São João de Meriti;RJ;Brazil;25565-350;OK
Scala Data Centers SGRUTB06;Scala Data Centers;-23.4975054;-46.8160222;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb06/;20.0;20.0;;;2025.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB06;;ok;ok;Av. Ceci, 1649 - Tamboré, Barueri - SP, 06460-120, Brazil;Barueri;SP;Brazil;06460-120;OK
Scala Data Centers SGRUTB07;Scala Data Centers;-23.49721291473621;-46.81547629620411;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb07/;36.0;36.0;;;;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB07;;ok;ok;Av. Ceci, 1700 - Tamboré, Barueri - SP, 06460-120, Brazil;Barueri;SP;Brazil;06460-120;OK
Scala Data Centers SGRUTB08;Scala Data Centers;-23.495578;-46.8138807;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb08/;24.0;24.0;;;2024.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB08;14820.0;ok;ok;Brazil, São Paulo, Barueri, Jardim Mutinga, Avenida João Rodrigues Nunes 90b;Barueri;SP;Brazil;;OK
Scala Data Centers SGRUTB09;Scala Data Centers;-23.4962698;-46.8142701;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb09/;36.0;36.0;;;2026.0;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB09;;ok;ok;Av. Ceci, 1747 - Jardim Mutinga, Barueri - SP, 06460-120, Brazil;Barueri;SP;Brazil;06460-120;OK
Scala Data Centers SGRUTB10;Scala Data Centers;-23.4967485;-46.8149282;1;1;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb10/;36.0;36.0;;;2026.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Av. Ceci, 1747 - Jardim Mutinga, Barueri - SP, 06460-120, Brazil;Barueri;SP;Brazil;06460-120;OK
Scala Data Centers SGRUTB11;Scala Data Centers;-23.49920362623058;-46.81642579232681;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb11/;36.0;36.0;;;2026.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. João Ferreira de Camargo, 864 - Tamboré, Barueri - SP, 06460-060, Brazil;Barueri;SP;Brazil;06460-060;OK
Scala Data Centers SGRUTB12;Scala Data Centers;-23.4950428;-46.8132396;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-sgrutb12/;6.0;6.0;;;2024.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB12;14821.0;ok;ok;Av. Ceci, 1649 - Tamboré, Barueri - SP, 06460-120, Brazil;Barueri;SP;Brazil;06460-120;OK
Scala Data Centers SGRUTB14;Scala Data Centers;-23.50009549391656;-46.81752119326649;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb14/;27.0;27.0;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;R. João Ferreira de Camargo, 714 - Tamboré, Barueri - SP, 06460-060, Brazil;Barueri;SP;Brazil;06460-060;OK
Scala Data Centers SGRUTB15;Scala Data Centers;-23.50009549391656;-46.81752119326649;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-sgrutb15/;54.0;54.0;;;2027.0;Purpose-built;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. João Ferreira de Camargo, 714 - Tamboré, Barueri - SP, 06460-060, Brazil;Barueri;SP;Brazil;06460-060;OK
Scala Data Centers SVCPCP02;Scala Data Centers;-22.820548;-47.1001389;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp02/;24.0;24.0;;;2026.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Guido de Camargo Penteado Sobrinho, 3685 - Real Parque, Campinas - SP, 13082-800, Brazil;Campinas;SP;Brazil;13082-800;OK
Scala Data Centers SVCPCP03;Scala Data Centers;-22.820548;-47.1001389;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/campinas/scala-data-centers-svcpcp03/;18.0;18.0;;;2027.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R. Guido de Camargo Penteado Sobrinho, 3685 - Real Parque, Campinas - SP, 13082-800, Brazil;Campinas;SP;Brazil;13082-800;OK
Scala Data Centers SVCPJD01;Scala Data Centers;-23.1735048799678;-46.97770403686705;1;0;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-svcpjd01/;36.0;36.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;R2GC+HW Jundiaí - Região Metropolitana de Jundiaí, Jundiaí - São Paulo, Brazil;Jundiaí;SP;Brazil;;OK
Scala Data Centers SVCPJD02;Scala Data Centers;-23.1702808;-46.9961363;1;0;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-paulo/scala-data-centers-svcpjd02/;24.0;24.0;;;2027.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;SVCPJD02;;bloqueado;ok;Av. José Alves de Oliveira, 133 - do lado da kopromJardim, Jundiaí - SP, 13213-105, Brazil;Jundiaí;SP;Brazil;13213-105;OK
Scala Data Centers Tambore Campus;Scala Data Centers;-23.49624778841145;-46.8136107224617;1;2;Campus;Colocation;;https://www.datacentermap.com/brazil/tambore/scala-data-centers-tambore-campus/;600.0;600.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok;Av. Ceci, 2286 - Jardim Mutinga, Barueri - SP, 06460-120, Brazil;Barueri;SP;Brazil;06460-120;OK
Scala Data Centers SFORPF01;Scala Data Centers;-3.7529783;-38.4584431;1;1;Facility;Colocation;;https://www.datacentermap.com/brazil/fortaleza/scala-sforpf01/;7.2;7.2;;;;Purpose-built;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;SFORPF01;;bloqueado;ok;Av. Dr. Aldy Mentor, 2535 - Manuel Dias Branco, Fortaleza - CE, 60191-106, Brazil;Fortaleza;CE;Brazil;60191-106;OK
Scala Data Centers SGIGSM01;Scala Data Centers;-22.796438;-43.356317;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/rio-de-janeiro/scala-sgigsm01/;13.2;13.2;;;2023.0;Purpose-built;;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGIGSM01;13398.0;ok;ok;Estr. São João, 202 - Venda Velha, São João de Meriti - RJ, 25581-332, Brazil;São João de Meriti;RJ;Brazil;25581-332;OK
Scala Data Centers SGRUSP02;Scala Data Centers;-23.5354933;-46.6478307;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/sao-paulo/scala-sgrusp02/;4.0;4.0;;;2010.0;Purpose-built;;307.0;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;8;0;1;SGRUSP02;8677.0;ok;ok;Alameda Glete, 700 - Campos Elíseos, São Paulo - SP, 01215-001, Brazil;São Paulo;SP;Brazil;01215-001;OK
Scala Data Centers SGRUTB01;Scala Data Centers;-23.4949636;-46.8111973;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb01/;21.0;21.0;;;2000.0;;Sole-tenant;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;19;0;0;SGRUTB01;5226.0;ok;ok;R. Joao Rodrigues Nunes, 613 - Jardim Mutinga, Barueri - SP, 06463-320, Brazil;Barueri;SP;Brazil;06463-320;OK
Scala Data Centers SGRUTB03;Scala Data Centers;-23.4968936;-46.8132542;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb03/;9.0;9.0;;;2021.0;Retrofitted;Sole-tenant;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB03;12037.0;ok;ok;Av. Ceci, 2285 - Jardim Mutinga, Barueri - SP, 06460-120, Brazil;Barueri;SP;Brazil;06460-120;OK
Scala Data Centers SGRUTB04;Scala Data Centers;-23.4980647;-46.815057;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb04/;12.0;12.0;;;2022.0;Purpose-built;Sole-tenant;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB04;12267.0;ok;ok;R. João Ferreira de Camargo, 363 - Tamboré, Barueri - SP, 06460-060, Brazil;Barueri;SP;Brazil;06460-060;OK
Scala Data Centers SGRUTB05;Scala Data Centers;-23.4975162;-46.814508;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/tambore/scala-sgrutb05/;6.0;6.0;;;2023.0;Purpose-built;Sole-tenant;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SGRUTB05;13397.0;ok;ok;Av. Ceci, 1900 - Jardim Mutinga, Barueri - SP, 06460-120, Brazil;Barueri;SP;Brazil;06460-120;OK
Scala Data Centers SPOAPA01;Scala Data Centers;-30.0028052;-51.1979623;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/porto-alegre/scala-spoapa01/;8.4;8.4;;;2023.0;Purpose-built;Sole-tenant;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;;;;;;;;;;;;;0;0;8;0;0;SPOAPA01;14336.0;bloqueado;ok;Av. Pernambuco, 1124 - Navegantes, Porto Alegre - RS, 90240-001, Brazil;Porto Alegre;RS;Brazil;90240-001;OK
Scala Data Centers SVCPCP01;Scala Data Centers;-22.8207915;-47.0999034;1;2;Facility;Colocation;Hyperscale-Ready;https://www.datacentermap.com/brazil/campinas/scala-svcpcp01/;7.0;7.0;;;2009.0;Retrofitted;;;;;;;;;1.0;1.0;1.0;;1.0;1.0;;;;;0.0;1.0;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;SVCPCP01;12038.0;ok;ok;R. Guido de Camargo Penteado Sobrinho, 3685 - Real Parque, Campinas - SP, 13082-800, Brazil;Campinas;SP;Brazil;13082-800;OK
Sencinet Hortolândia;Sencinet;-22.89643351771512;-47.2047549630035;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/campinas/sencinet-brazil/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;4Q3W+C3 Hortolândia, São Paulo, Brazil;Hortolândia;SP;Brazil;;OK
Serpro Brasilia;Serpro;-15.7111079;-47.9107354;1;1;Facility;Government;;https://www.datacentermap.com/brazil/brasilia/serpro-brasilia/;12.0;12.0;;;2026.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;0;0;0;0;0;;;ok;ok;Pqeat, 13 - Lago Norte, Brasília - DF, 70636-045, Brazil;Brasília;DF;Brazil;70636-045;OK
Serpro Modular Data Center;Serpro;-23.6751204615306;-46.70770043150605;1;2;Facility;Government;;https://www.datacentermap.com/brazil/sao-paulo/serpro-so-paulo/;1.82;1.82;;;;Purpose-built;Sole-tenant;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;1.0;;;0;0;0;0;0;;;ok;ok;R. Olívia Guedes Penteado, 999 - Socorro, São Paulo - SP, 04766-000, Brazil;São Paulo;SP;Brazil;04766-000;OK
Sitelbra Data Center;Sitelbra;-15.7470383;-47.9233792;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/brasilia/sitelbra-data-center/;6.0;6.0;;;2016.0;Purpose-built;Sole-tenant;1250.0;N+1;1.0;1.0;1.0;3.0;;1.0;;;;1.0;;;;;;1.0;1.0;1.0;1.0;0.0;1.0;1.0;;0.0;1.0;1.0;1.0;0;0;4;13;0;;15488.0;ok;ok;5 - St. M-Norte Q 4 - Taguatinga, Brasília - DF, 72265-010, Brazil;Brasília;DF;Brazil;72265-010;OK
IFTNET SJRP01;IFTNET Telecom;-20.8088639;-49.3828821;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/sao-jose-do-rio-preto/sjrp01/;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;0;0;0;0;;;ok;ok;Av. Bady Bassitt, 2966 - Centro, São José do Rio Preto - SP, Brazil;São José do Rio Preto;SP;Brazil;;OK
SKY Brasil - Jaguariúna;SKY Brasil;-22.69018744044072;-47.01333787517029;1;2;Facility;Enterprise;;https://www.datacentermap.com/brazil/campinas/sky-brasil-jaguarina/;;;;;2016.0;Purpose-built;Sole-tenant;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok;SP-340, 4026, Jaguariúna - SP, 13820-000, Brazil;Jaguariúna;SP;Brazil;13820-000;OK
SKY Brasil - Tamboré;SKY Brasil;-23.46477315298449;-46.85842156206948;1;2;Facility;Enterprise;;https://www.datacentermap.com/brazil/tambore/sky-brasil-tambore/;1.8;1.8;;;2006.0;Purpose-built;Sole-tenant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;ok;ok;Av. Marcos Penteado de Ulhôa Rodrigues, 1000 - Tamboré, Santana de Parnaíba - SP, 06543-001, Brazil;Santana de Parnaíba;SP;Brazil;06543-001;OK
Surfix Data Center;Surfix Cloud & Data Center;-8.107035;-34.8907489;1;2;Facility;Colocation;;https://www.datacentermap.com/brazil/recife/surfix-data-center/;;;;;;;;;;;;;3.0;3.0;;;;;1.0;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;bloqueado;ok;Av. Eng. Domingos Ferreira, 2030 - Boa Viagem, Recife - PE, 51111-020, Brazil;Recife;PE;Brazil;51111-020;OK
